model,hyperparameters,timestamp,precision,recall,f1
decision_tree,5,2026-07-13 21:28:47.040334,0.7702702702702703,0.6551724137931034,0.7080745341614907
logistic_regression,class_weight=balanced,2026-07-13 21:28:47.644873,0.5470085470085471,0.735632183908046,0.6274509803921569
